numeroDeSerie,nombre,descripcion,color,idGimnasio
TCP-21,Romanian Deadlift With Dumbbells,https://www.bodybuilding.com/exercises/romanian-deadlift-with-dumbbells,rojo,1
TCP-22,Tire flip,https://www.bodybuilding.com/exercises/tire-flip,rojo,1
TCP-23,Clean Deadlift,https://www.bodybuilding.com/exercises/clean-deadlift,rojo,1
TCP-24,Elbow plank,https://www.bodybuilding.com/exercises/plank,rojo,1
TCP-25,Bottoms Up,https://www.bodybuilding.com/exercises/bottoms-up,rojo,1
TCP-26,Barbell back squat to box,https://www.bodybuilding.com/exercises/box-squat,rojo,1
TCP-27,Clean and jerk,https://www.bodybuilding.com/exercises/clean-and-jerk,rojo,1
TCP-28,Single-arm kettlebell push-press,https://www.bodybuilding.com/exercises/one-arm-kettlebell-push-press,rojo,1
TCP-29,Push-press,https://www.bodybuilding.com/exercises/push-press,rojo,1
TCP-30,Suspended ab fall-out,https://www.bodybuilding.com/exercises/suspended-fallout,rojo,1
TCP-31,Military press,https://www.bodybuilding.com/exercises/standing-military-press,rojo,1
TCP-32,Power snatch-,https://www.bodybuilding.com/exercises/snatch,rojo,1
TCP-33,Sumo deadlift,https://www.bodybuilding.com/exercises/sumo-deadlift,rojo,1
TCP-34,Hang Clean,https://www.bodybuilding.com/exercises/hang-clean,rojo,1
TCP-35,Dumbbell V-Sit Cross Jab,https://www.bodybuilding.com/exercises/dumbbell-v-sit-cross-jab,rojo,1
TCP-36,Reverse Band Box Squat,https://www.bodybuilding.com/exercises/reverse-band-box-squat,rojo,1
TCP-37,Standing palms-in shoulder press,https://www.bodybuilding.com/exercises/standing-palms-in-dumbbell-press,rojo,1
TCP-38,Standing cable low-to-high twist,https://www.bodybuilding.com/exercises/standing-cable-lift,rojo,1
TCP-39,Decline EZ-bar skullcrusher,https://www.bodybuilding.com/exercises/decline-ez-bar-triceps-extension,rojo,1
TCP-40,Standing behind-the-back wrist curl,https://www.bodybuilding.com/exercises/standing-palms-up-barbell-behind-the-back-wrist-curl,rojo,1
TCP-41,Seated finger curl,https://www.bodybuilding.com/exercises/finger-curls,rojo,1
TCP-42,Wide-grip barbell curl,https://www.bodybuilding.com/exercises/wide-grip-standing-barbell-curl,rojo,1
TCP-43,Dumbbell spell caster,https://www.bodybuilding.com/exercises/spell-caster,amarillo,1
TCP-44,Dumbbell floor press,https://www.bodybuilding.com/exercises/dumbbell-floor-press,amarillo,1
TCP-45,Lying Face Down Plate Neck Resistance,https://www.bodybuilding.com/exercises/lying-face-down-plate-neck-resistance,amarillo,1
TCP-46,Pullups,https://www.bodybuilding.com/exercises/pullups,amarillo,1
TCP-47,Decline reverse crunch,https://www.bodybuilding.com/exercises/decline-reverse-crunch,amarillo,1
TCP-48,Dumbbell Bench Press,https://www.bodybuilding.com/exercises/dumbbell-bench-press,amarillo,1
TCP-49,Jumping rope,https://www.bodybuilding.com/exercises/rope-jumping,amarillo,1
TCP-50,Seated barbell shoulder press,https://www.bodybuilding.com/exercises/seated-barbell-military-press,rojo,2
TCP-51,EZ-bar spider curl,https://www.bodybuilding.com/exercises/spider-curl,rojo,2
TCP-52,Smith machine shrug,https://www.bodybuilding.com/exercises/smith-machine-shrug,rojo,2
TCP-53,Smith Machine Calf Raise,https://www.bodybuilding.com/exercises/smith-machine-calf-raise,rojo,2
TCP-54,Romanian Deadlift from Deficit,https://www.bodybuilding.com/exercises/romanian-deadlift-from-deficit,rojo,2
TCP-55,Power Snatch,https://www.bodybuilding.com/exercises/power-snatch,verde,2
TCP-56,Pushups,https://www.bodybuilding.com/exercises/pushups,verde,2
TCP-57,Barbell walking lunge,https://www.bodybuilding.com/exercises/barbell-walking-lunge,verde,2
TCP-58,Front Squats With Two Kettlebells,https://www.bodybuilding.com/exercises/front-squats-with-two-kettlebells,verde,2
TCP-59,Spider crawl,https://www.bodybuilding.com/exercises/spider-crawl,rojo,2
TCP-60,Power Clean from Blocks,https://www.bodybuilding.com/exercises/power-clean-from-blocks,rojo,2
TCP-61,Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,rojo,2
TCP-62,Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,rojo,2
TCP-63,Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,rojo,2
TCP-64,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,rojo,2
TCP-65,Back extension,https://www.bodybuilding.com/exercises/hyperextensions-back-extensions,rojo,2
TCP-66,Close-grip bench press,https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press,rojo,2
TCP-67,Cocoons,https://www.bodybuilding.com/exercises/cocoons,rojo,2
TCP-68,Cross-Body Crunch,https://www.bodybuilding.com/exercises/cross-body-crunch,rojo,2
TCP-69,Dumbbell Flyes,https://www.bodybuilding.com/exercises/dumbbell-flyes,amarillo,2
TCP-70,Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,amarillo,2
TCP-71,Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,amarillo,2
TCP-72,Low-cable cross-over,https://www.bodybuilding.com/exercises/low-cable-crossover,amarillo,2
TCP-73,Single-arm high-cable side bend,https://www.bodybuilding.com/exercises/one-arm-high-pulley-cable-side-bends,amarillo,2
TCP-74,Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,amarillo,2
TCP-75,Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,amarillo,2
TCP-76,Single Leg Push-off,https://www.bodybuilding.com/exercises/single-leg-push-off,rojo,2
TCP-77,Hip Circles (Prone),https://www.bodybuilding.com/exercises/hip-circles-prone,rojo,2
TCP-78,Reverse-grip bent-over row,https://www.bodybuilding.com/exercises/reverse-grip-bent-over-rows,rojo,2
TCP-79,Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,https://www.bodybuilding.com/exercises/seated-two-arm-palms-up-low-pulley-wrist-curl,rojo,2
TCP-80,Back extension,https://www.bodybuilding.com/exercises/hyperextensions-back-extensions,rojo,3
TCP-81,Close-grip bench press,https://www.bodybuilding.com/exercises/close-grip-barbell-bench-press,rojo,3
TCP-82,Cocoons,https://www.bodybuilding.com/exercises/cocoons,rojo,3
TCP-83,Cross-Body Crunch,https://www.bodybuilding.com/exercises/cross-body-crunch,rojo,3
TCP-84,Dumbbell Flyes,https://www.bodybuilding.com/exercises/dumbbell-flyes,rojo,3
TCP-85,Hammer Curls,https://www.bodybuilding.com/exercises/hammer-curls,rojo,3
TCP-86,Incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press,rojo,3
TCP-87,Seated Dumbbell Press,https://www.bodybuilding.com/exercises/seated-dumbbell-press,rojo,3
TCP-88,Standing dumbbell shoulder press,https://www.bodybuilding.com/exercises/standing-dumbbell-press,verde,3
TCP-89,EZ-Bar Curl,https://www.bodybuilding.com/exercises/ez-bar-curl,verde,3
TCP-90,Olympic Squat,https://www.bodybuilding.com/exercises/olympic-squat-,verde,3
TCP-91,Natural Glute Ham Raise,https://www.bodybuilding.com/exercises/natural-glute-ham-raise,verde,3
TCP-92,Axle Deadlift,https://www.bodybuilding.com/exercises/axle-deadlift,rojo,3
TCP-93,Zottman Curl,https://www.bodybuilding.com/exercises/zottman-curl,rojo,3
TCP-94,Glute ham raise-,https://www.bodybuilding.com/exercises/floor-glute-ham-raise,rojo,3
TCP-95,Single-arm lateral raise,https://www.bodybuilding.com/exercises/one-arm-side-laterals,rojo,3
TCP-96,Power Partials,https://www.bodybuilding.com/exercises/power-partials,rojo,3
TCP-97,Leverage Shrug,https://www.bodybuilding.com/exercises/leverage-shrug,rojo,3
TCP-98,Cable V-bar push-down,https://www.bodybuilding.com/exercises/triceps-pushdown-v-bar-attachment,rojo,3
TCP-99,Wrist Roller,https://www.bodybuilding.com/exercises/wrist-roller,rojo,3
TCP-100,Incline dumbbell reverse fly,https://www.bodybuilding.com/exercises/reverse-flyes,rojo,3
TCP-101,Stair climber,https://www.bodybuilding.com/exercises/step-mill,rojo,3
TCP-102,Elbow-to-knee crunch,https://www.bodybuilding.com/exercises/elbow-to-knee,rojo,3
TCP-103,Kettlebell Pistol Squat,https://www.bodybuilding.com/exercises/kettlebell-pistol-squat,rojo,3
TCP-104,Overhead dumbbell front raise,https://www.bodybuilding.com/exercises/standing-dumbbell-straight-arm-front-delt-raise-above-head,rojo,3
TCP-105,Biceps curl to shoulder press,https://www.bodybuilding.com/exercises/biceps-curl-to-shoulder-press,rojo,3
TCP-106,Weighted bench dip,https://www.bodybuilding.com/exercises/weighted-bench-dip,rojo,3
TCP-107,Barbell Hip Thrust,https://www.bodybuilding.com/exercises/barbell-hip-thrust,rojo,3
TCP-108,Forward lunge,https://www.bodybuilding.com/exercises/bodyweight-lunge,rojo,3
TCP-109,Barbell Bench Press - Medium Grip,https://www.bodybuilding.com/exercises/barbell-bench-press-medium-grip,rojo,3
TCP-110,Chest dip,https://www.bodybuilding.com/exercises/dips-chest-version,rojo,3
TCP-111,Seated dumbbell shoulder press,https://www.bodybuilding.com/exercises/dumbbell-shoulder-press,rojo,3
TCP-112,Barbell Curl,https://www.bodybuilding.com/exercises/barbell-curl,rojo,3
TCP-113,EZ-Bar Skullcrusher,https://www.bodybuilding.com/exercises/ez-bar-skullcrusher,rojo,3
TCP-114,One-Arm Dumbbell Row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-row,rojo,3
TCP-115,Alternating standing shoulder press,https://www.bodybuilding.com/exercises/standing-alternating-dumbbell-press,rojo,3
TCP-116,Concentration curl,https://www.bodybuilding.com/exercises/concentration-curls,rojo,3
TCP-117,Decline Crunch,https://www.bodybuilding.com/exercises/decline-crunch,rojo,3
TCP-118,Decline Dumbbell Flyes,https://www.bodybuilding.com/exercises/decline-dumbbell-flyes,rojo,3
TCP-119,Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,rojo,3
TCP-120,Alternating dumbbell front raise,https://www.bodybuilding.com/exercises/front-dumbbell-raise,rojo,3
TCP-121,Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,rojo,3
TCP-122,Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,rojo,3
TCP-123,Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,rojo,3
TCP-124,Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,rojo,3
TCP-125,Bear crawl sled drag,https://www.bodybuilding.com/exercises/bear-crawl-sled-drags-,rojo,3
TCP-126,Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,rojo,3
TCP-127,Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,amarillo,3
TCP-128,Box Squat with Bands,https://www.bodybuilding.com/exercises/box-squat-with-bands,amarillo,3
TCP-129,Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,amarillo,3
TCP-130,Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,amarillo,3
TCP-131,Thigh adductor,https://www.bodybuilding.com/exercises/thigh-adductor,amarillo,3
TCP-132,Machine Bicep Curl,https://www.bodybuilding.com/exercises/machine-bicep-curl,amarillo,4
TCP-133,Seated Palms-Down Barbell Wrist Curl,https://www.bodybuilding.com/exercises/seated-palms-down-barbell-wrist-curl,amarillo,4
TCP-134,Single-arm incline rear delt raise,https://www.bodybuilding.com/exercises/dumbbell-lying-one-arm-rear-lateral-raise,rojo,4
TCP-135,Alternating dumbbell front raise,https://www.bodybuilding.com/exercises/front-dumbbell-raise,rojo,4
TCP-136,Hanging toes-to-bar,https://www.bodybuilding.com/exercises/hanging-pike,rojo,4
TCP-137,Narrow-stance squat,https://www.bodybuilding.com/exercises/narrow-stance-squats,rojo,4
TCP-138,Kneeling cable oblique crunch,https://www.bodybuilding.com/exercises/oblique-cable-crunch,rojo,4
TCP-139,Reverse Grip Triceps Pushdown,https://www.bodybuilding.com/exercises/reverse-grip-triceps-pushdown,rojo,4
TCP-140,Bear crawl sled drag,https://www.bodybuilding.com/exercises/bear-crawl-sled-drags-,rojo,4
TCP-141,Rocky Pull-Ups/Pulldowns,https://www.bodybuilding.com/exercises/rocky-pull-upspulldowns,rojo,4
TCP-142,Snatch-Grip Behind-The-Neck Overhead Press,https://www.bodybuilding.com/exercises/snatch-grip-behind-the-neck-overhead-press,rojo,4
TCP-143,Box Squat with Bands,https://www.bodybuilding.com/exercises/box-squat-with-bands,rojo,4
TCP-144,Flexor Incline Dumbbell Curls,https://www.bodybuilding.com/exercises/flexor-incline-dumbbell-curls,rojo,4
TCP-145,Seated One-Arm Dumbbell Palms-Up Wrist Curl,https://www.bodybuilding.com/exercises/seated-one-arm-dumbbell-palms-up-wrist-curl,rojo,4
TCP-146,Machine Bicep Curl,https://www.bodybuilding.com/exercises/machine-bicep-curl,rojo,4
TCP-147,Seated Palms-Down Barbell Wrist Curl,https://www.bodybuilding.com/exercises/seated-palms-down-barbell-wrist-curl,rojo,4
TCP-148,Car driver,https://www.bodybuilding.com/exercises/car-drivers,rojo,4
TCP-149,Alternating Deltoid Raise,https://www.bodybuilding.com/exercises/alternating-deltoid-raise,verde,4
TCP-150,Hanging Oblique Knee Raise,https://www.bodybuilding.com/exercises/hanging-oblique-knee-raise,verde,4
TCP-151,Bodyweight Flyes,https://www.bodybuilding.com/exercises/bodyweight-flyes,verde,4
TCP-152,Standing Calf Raises,https://www.bodybuilding.com/exercises/standing-calf-raises,verde,4
TCP-153,Push-Ups - Close Triceps Position,https://www.bodybuilding.com/exercises/push-ups-close-triceps-position,rojo,4
TCP-154,One-Arm Long Bar Row,https://www.bodybuilding.com/exercises/one-arm-long-bar-row,rojo,4
TCP-155,Overhead cable curl,https://www.bodybuilding.com/exercises/overhead-cable-curl,rojo,4
TCP-156,Single-dumbbell front raise,https://www.bodybuilding.com/exercises/single-dumbbell-raise,rojo,4
TCP-157,Incline cable chest fly,https://www.bodybuilding.com/exercises/incline-cable-flye,rojo,4
TCP-158,Single-leg depth squat,https://www.bodybuilding.com/exercises/single-leg-high-box-squat,rojo,4
TCP-159,Dumbbell suitcase crunch,https://www.bodybuilding.com/exercises/weighted-suitcase-crunch,rojo,4
TCP-160,Plate Twist,https://www.bodybuilding.com/exercises/plate-twist,rojo,4
TCP-161,Single-leg cable hip extension,https://www.bodybuilding.com/exercises/one-legged-cable-kickback,rojo,4
TCP-162,Weighted Jump Squat,https://www.bodybuilding.com/exercises/weighted-jump-squat-,rojo,4
TCP-163,Squat with Chains,https://www.bodybuilding.com/exercises/squat-with-chains,rojo,4
TCP-164,Gorilla Chin/Crunch,https://www.bodybuilding.com/exercises/gorilla-chincrunch,rojo,4
TCP-165,Kneeling cable triceps extension,https://www.bodybuilding.com/exercises/kneeling-cable-triceps-extension,rojo,4
TCP-166,Kneeling Cable Crunch With Alternating Oblique Twists,https://www.bodybuilding.com/exercises/kneeling-cable-crunch-with-alternating-oblique-twists,rojo,4
TCP-167,Bicycling,https://www.bodybuilding.com/exercises/bicycling,rojo,4
TCP-168,Arnold press,https://www.bodybuilding.com/exercises/arnold-dumbbell-press,rojo,4
TCP-169,Weighted Crunches,https://www.bodybuilding.com/exercises/weighted-crunches,rojo,4
TCP-170,Single-arm cable triceps extension,https://www.bodybuilding.com/exercises/cable-one-arm-tricep-extension,rojo,4
TCP-171,Barbell roll-out,https://www.bodybuilding.com/exercises/barbell-ab-rollout,rojo,4
TCP-172,Kneeling cable crunch,https://www.bodybuilding.com/exercises/cable-crunch,rojo,4
TCP-173,Exercise Ball Pull-In,https://www.bodybuilding.com/exercises/exercise-ball-pull-in,amarillo,4
TCP-174,Hanging leg raise,https://www.bodybuilding.com/exercises/hanging-leg-raise,amarillo,4
TCP-175,Barbell Ab Rollout - On Knees,https://www.bodybuilding.com/exercises/barbell-ab-rollout-on-knees,amarillo,4
TCP-176,Barbell Squat,https://www.bodybuilding.com/exercises/barbell-squat,amarillo,4
TCP-177,Decline barbell bench press,https://www.bodybuilding.com/exercises/decline-barbell-bench-press,amarillo,5
TCP-178,Dumbbell Bicep Curl,https://www.bodybuilding.com/exercises/dumbbell-bicep-curl,amarillo,5
TCP-179,Dumbbell Goblet Squat,https://www.bodybuilding.com/exercises/dumbbell-goblet-squat,amarillo,5
TCP-180,Dumbbell squat,https://www.bodybuilding.com/exercises/dumbbell-squat,rojo,5
TCP-181,Barbell front squat,https://www.bodybuilding.com/exercises/front-barbell-squat,rojo,5
TCP-182,Close-grip pull-down,https://www.bodybuilding.com/exercises/v-bar-pulldown,rojo,5
TCP-183,Triceps Pushdown - Rope Attachment,https://www.bodybuilding.com/exercises/triceps-pushdown-rope-attachment,verde,5
TCP-184,Side-to-side box skip,https://www.bodybuilding.com/exercises/side-to-side-box-shuffle,verde,5
TCP-185,Smith machine shoulder press,https://www.bodybuilding.com/exercises/smith-machine-overhead-shoulder-press,verde,5
TCP-186,Seated triceps press,https://www.bodybuilding.com/exercises/seated-triceps-press,verde,5
TCP-187,Dumbbell Lying Supination,https://www.bodybuilding.com/exercises/dumbbell-lying-supination,rojo,5
TCP-188,Pull-up,https://www.bodybuilding.com/exercises/wide-grip-pull-up,rojo,5
TCP-189,Wide-grip bench press,https://www.bodybuilding.com/exercises/wide-grip-barbell-bench-press,rojo,5
TCP-190,Close-grip EZ-bar curl,https://www.bodybuilding.com/exercises/close-grip-ez-bar-curl,rojo,5
TCP-191,T-Bar Row,https://www.bodybuilding.com/exercises/t-bar-row,rojo,5
TCP-192,Bent Over Two-Arm Long Bar Row,https://www.bodybuilding.com/exercises/bent-over-two-arm-long-bar-row,rojo,5
TCP-193,Muscle Up,https://www.bodybuilding.com/exercises/muscle-up,rojo,5
TCP-194,Machine shoulder press,https://www.bodybuilding.com/exercises/leverage-shoulder-press,rojo,5
TCP-195,Incline EZ-bar skullcrusher,https://www.bodybuilding.com/exercises/incline-barbell-triceps-extension,rojo,5
TCP-196,Alternating sit-through with crunch,https://www.bodybuilding.com/exercises/bent-over-one-arm-long-bar-row,rojo,5
TCP-197,Wide-Grip Decline Barbell Bench Press,https://www.bodybuilding.com/exercises/wide-grip-decline-barbell-bench-press,rojo,5
TCP-198,Rower,https://www.bodybuilding.com/exercises/rowing-stationary,rojo,5
TCP-199,Snatch Deadlift,https://www.bodybuilding.com/exercises/snatch-deadlift,rojo,5
TCP-200,Front Plate Raise,https://www.bodybuilding.com/exercises/front-plate-raise,rojo,5
TCP-201,Decline Close-Grip Bench To Skull Crusher,https://www.bodybuilding.com/exercises/decline-close-grip-bench-to-skull-crusher,rojo,5
TCP-202,Lying Leg Curls,https://www.bodybuilding.com/exercises/lying-leg-curls,rojo,5
TCP-203,Cross-body hammer curl,https://www.bodybuilding.com/exercises/cross-body-hammer-curl,rojo,5
TCP-204,Shotgun row,https://www.bodybuilding.com/exercises/shotgun-row,amarillo,5
TCP-205,Ab Roller,https://www.bodybuilding.com/exercises/ab-roller,amarillo,5
TCP-206,Reverse-grip incline dumbbell bench press,https://www.bodybuilding.com/exercises/incline-dumbbell-press-reverse-grip,amarillo,5
TCP-207,Leg Press,https://www.bodybuilding.com/exercises/leg-press,amarillo,5
TCP-208,Stiff-Legged Dumbbell Deadlift,https://www.bodybuilding.com/exercises/stiff-legged-dumbbell-deadlift,amarillo,5
TCP-209,Cable Crossover,https://www.bodybuilding.com/exercises/cable-crossover,amarillo,5
TCP-210,Barbell Incline Bench Press Medium-Grip,https://www.bodybuilding.com/exercises/barbell-incline-bench-press-medium-grip,amarillo,5
TCP-211,Incline Dumbbell Flyes,https://www.bodybuilding.com/exercises/incline-dumbbell-flyes,rojo,5
TCP-212,Seated Cable Rows,https://www.bodybuilding.com/exercises/seated-cable-rows,rojo,5
TCP-213,Tricep Dumbbell Kickback,https://www.bodybuilding.com/exercises/tricep-dumbbell-kickback,rojo,5
TCP-214,Otis-Up,https://www.bodybuilding.com/exercises/otis-up,rojo,5
TCP-215,Mountain climber,https://www.bodybuilding.com/exercises/mountain-climbers,rojo,6
TCP-216,Ab bicycle,https://www.bodybuilding.com/exercises/air-bike,rojo,6
TCP-217,Barbell forward lunge,https://www.bodybuilding.com/exercises/barbell-lunge,rojo,6
TCP-218,3/4 sit-up,https://www.bodybuilding.com/exercises/34-sit-up,rojo,6
TCP-219,Exercise ball leg curl,https://www.bodybuilding.com/exercises/ball-leg-curl,rojo,6
TCP-220,Glute bridge,https://www.bodybuilding.com/exercises/butt-lift-bridge,rojo,6
TCP-221,Close-Grip Front Lat Pulldown,https://www.bodybuilding.com/exercises/close-grip-front-lat-pulldown,rojo,6
TCP-222,Dip Machine,https://www.bodybuilding.com/exercises/dip-machine,rojo,6
TCP-223,Incline dumbbell row,https://www.bodybuilding.com/exercises/dumbbell-incline-row,verde,6
TCP-224,Dumbbell Lunges,https://www.bodybuilding.com/exercises/dumbbell-lunges,verde,6
TCP-225,Single-arm standing shoulder press,https://www.bodybuilding.com/exercises/dumbbell-one-arm-shoulder-press,verde,6
TCP-226,Preacher Curl,https://www.bodybuilding.com/exercises/preacher-curl,verde,6
TCP-227,Reverse crunch,https://www.bodybuilding.com/exercises/reverse-crunch,rojo,6
TCP-228,Standing Dumbbell Triceps Extension,https://www.bodybuilding.com/exercises/standing-dumbbell-triceps-extension,rojo,6
TCP-229,Elliptical trainer,https://www.bodybuilding.com/exercises/elliptical-trainer,rojo,6
TCP-230,Bodyweight squat,https://www.bodybuilding.com/exercises/bodyweight-squat,rojo,6
TCP-231,Bent Over Two-Dumbbell Row With Palms In,https://www.bodybuilding.com/exercises/bent-over-two-dumbbell-row-with-palms-in,rojo,6
TCP-232,Hex-bar deadlift,https://www.bodybuilding.com/exercises/trap-bar-deadlift,rojo,6
TCP-233,Narrow-stance leg press,https://www.bodybuilding.com/exercises/narrow-stance-leg-press,rojo,6
TCP-234,Single-leg glute bridge,https://www.bodybuilding.com/exercises/single-leg-glute-bridge,rojo,6
TCP-235,Barbell Curls Lying Against An Incline,https://www.bodybuilding.com/exercises/barbell-curls-lying-against-an-incline,rojo,6
TCP-236,Standing Hip Circles,https://www.bodybuilding.com/exercises/standing-hip-circles,rojo,6
TCP-237,Clam,https://www.bodybuilding.com/exercises/clam,rojo,6
TCP-238,Narrow Stance Hack Squats,https://www.bodybuilding.com/exercises/narrow-stance-hack-squats,rojo,6
TCP-239,Seated Close-Grip Concentration Barbell Curl,https://www.bodybuilding.com/exercises/seated-close-grip-concentration-barbell-curl,rojo,6
TCP-240,Dumbbell Lying Pronation,https://www.bodybuilding.com/exercises/dumbbell-lying-pronation,rojo,6
TCP-241,Smith machine box squat,https://www.bodybuilding.com/exercises/chair-squat,rojo,6
TCP-242,Drop Push,https://www.bodybuilding.com/exercises/drop-push,rojo,6
TCP-243,Upside-down pull-up,https://www.bodybuilding.com/exercises/bodyweight-mid-row,rojo,6
TCP-244,Reverse Barbell Preacher Curls,https://www.bodybuilding.com/exercises/reverse-barbell-preacher-curls,rojo,6
TCP-245,Close-grip EZ-bar bench press,https://www.bodybuilding.com/exercises/close-grip-ez-bar-press,amarillo,6
TCP-246,Incline Push-Up,https://www.bodybuilding.com/exercises/incline-push-up,amarillo,6
TCP-247,Hyperextensions With No Hyperextension Bench,https://www.bodybuilding.com/exercises/hyperextensions-with-no-hyperextension-bench,amarillo,6
TCP-248,Dumbbell front raise,https://www.bodybuilding.com/exercises/front-two-dumbbell-raise,amarillo,6
TCP-249,Parallel Bar Dip,https://www.bodybuilding.com/exercises/parallel-bar-dip,amarillo,6
TCP-250,Stairmaster,https://www.bodybuilding.com/exercises/stairmaster,amarillo,7
TCP-251,Double Leg Butt Kick,https://www.bodybuilding.com/exercises/double-leg-butt-kick,amarillo,7
TCP-252,Groiners,https://www.bodybuilding.com/exercises/groiners-,rojo,7
TCP-253,Neck Press,https://www.bodybuilding.com/exercises/neck-press,rojo,7
TCP-254,Broad jump,https://www.bodybuilding.com/exercises/standing-long-jump,rojo,7
TCP-255,Machine Squat,https://www.bodybuilding.com/exercises/machine-squat,rojo,7
TCP-256,V-bar pull-up,https://www.bodybuilding.com/exercises/v-bar-pullup,verde,7
TCP-257,Ring dip,https://www.bodybuilding.com/exercises/ring-dips,verde,7
TCP-258,Standing One-Arm Cable Curl,https://www.bodybuilding.com/exercises/standing-one-arm-cable-curl,verde,7
TCP-259,Burpee,https://www.bodybuilding.com/exercises/burpee,verde,7
TCP-260,Double-arm triceps kick-back,https://www.bodybuilding.com/exercises/standing-bent-over-two-arm-dumbbell-triceps-extension,rojo,7
TCP-261,Dumbbell reverse lunge,https://www.bodybuilding.com/exercises/dumbbell-rear-lunge,rojo,7
TCP-262,Seated Calf Raise,https://www.bodybuilding.com/exercises/seated-calf-raise,rojo,7
TCP-263,Standing dumbbell shrug,https://www.bodybuilding.com/exercises/dumbbell-shrug,rojo,7
TCP-264,Calf Press On The Leg Press Machine,https://www.bodybuilding.com/exercises/calf-press-on-the-leg-press-machine,rojo,7
TCP-265,Barbell step-up,https://www.bodybuilding.com/exercises/barbell-step-ups,rojo,7
TCP-266,Feet-elevated bench dip,https://www.bodybuilding.com/exercises/bench-dips,rojo,7
TCP-267,Bent Over Barbell Row,https://www.bodybuilding.com/exercises/bent-over-barbell-row,rojo,7
TCP-268,Crunches,https://www.bodybuilding.com/exercises/crunches,rojo,7
